review_id,review_text,sentiment
7041,Fantastic plot and wonderful performances.,1
2993,"I loved this movie, it was fantastic and the acting was superb. The pace felt slow.",1
13752,"I loved this movie, it was fantastic and the acting was superb. I loved this movie, it was fantastic and the acting was superb.",1
15060,A frustrating and forgettable movie.,0
15067,I did not enjoy it; wouldn't recommend. The soundtrack was forgettable.,0
9756,"Entertaining, emotional and beautifully directed.",1
9153,A mess — confusing and unengaging.,0
7458,"Waste of time, not worth watching.",0
7684,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB. THE SCRIPT NEEDED POLISHING. A masterpiece — compelling and heartwarming.,1
17822,Bad production and the cast seemed uninterested. The pace felt slow.,0
10262,"Waste of time, not worth watching. A very satisfying cinematic experience.",0
12965,"Great experience, highly recommend to everyone.",1
89,Terrible film. The plot was weak and predictable.,0
10400,Weak plot and poor performances.,0
8973,POORLY WRITTEN AND BADLY EXECUTED. THE CINEMATOGRAPHY WAS DECENT.,0
16703,A mess — confusing and unengaging.,0
13251,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING.,0
11163,"I hated this movie, it was boring and the acting was terrible.",0
18191,Excellent production and the cast did a marvelous job. The script needed polishing.,1
8514,"I loved this movie, it was fantastic and the acting was superb.",1
1444,A frustrating and forgettable movie. The pace felt slow.,0
9011,FANTASTIC PLOT AND WONDERFUL PERFORMANCES. I really enjoyed it; will watch again.,1
17558,"Entertaining, emotional and beautifully directed.",1
13250,"Great experience, highly recommend to everyone.",1
17832,A ver... satisfying cinematic experience. The soundtrack was forgettable.,1
11082,Poorly written and badly executed. Bad production and the cast seemed uninterested.,0
17949,"Great experience, highly recommend to everyone. One of the best movies I've seen this year. Brilliant!",1
2302,A mess — confusing and unengaging.,0
16293,A VERY SATISFYING CINEMATIC EXPERIENCE.,1
18255,A FRUSTRATING AND FORGETTABLE MOVIE. IT HAD FUNNY MOMENTS.,0
2362,A very satisfying cinematic experience. I liked the character arcs.,1
5072,I really enjoyed it; will watch again.,1
19639,A mess — confusing and unengaging.,0
12403,A frustrating and forgettable movie. It missed emotional depth.,0
13827,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB.,1
9265,Poorly written and badly executed. It had funny moments.,0
10676,Bad production and the cast seemed uninterested.,0
9060,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
15528,FANTASTIC PLOT AND WONDERFUL PERFORMANCES.,1
14252,"Entertaining, emotional and beautifully directed.",1
15832,Amazing film! The story was gripping and I was impressed.,1
19558,AMAZING FILM! THE STORY WAS GRIPPING AND I WAS IMPRESSED.,1
12843,WEAK PLOT AND POOR PERFORMANCES.,0
8021,Bad production and the cast seemed uninterested.,0
8304,"I loved this movie, it was fantastic and the acting was superb. The visual effects were impressive.",1
6187,Weak plot and poor performances.,0
19337,I did not enjoy it; wouldn't recommend. The cinematography was decent.,0
15410,Bad production and the cast seemed uninterested.,0
5024,Weak plot and poor performances.,0
9791,"Entertaining, emotional and beautifully directed. The cinematography was decent.",1
7840,Terrible film. The plot was weak and predicta.le.,0
4392,Bad production and the cast seemed uninterested. The soundtrack was forgettable.,0
11234,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. THE SCRIPT NEEDED POLISHING.",0
14540,One of the worst movies I've seen. Disappointing. The pace felt slow. Amazing film! The story was gripping and I was impressed.,0
4640,Terrible film. The plot was weak and predictable.,0
11483,POORLY WRITTEN AND BADLY EXECUTED. I LIKED THE CHARACTER ARCS.,0
12954,Amazing film! The story was gripping and I was impressed. Bad production and the cast seemed uninterested.,1
19975,A masterpiece — compelling and heartwarming. It had funny moments.,1
3275,"I loved this movie, it was fantastic and the acting was superb.",1
14735,"Great experience, highly recommend to everyone.",1
9993,A mess — confusing and unengaging.,0
6741,One of the worst movies I've seen. Disappointing.,0
258,BAD PRODUCTION AND THE CAST SEEMED UNINTERESTED. I LIKED THE CHARACTER ARCS.,0
12975,A masterpiece — compelling and heartwarming.,1
14688,"A mess — confusing and unengaging. Great experience, highly recommend to everyone.",0
18644,I really enjoyed it; will watch again. The script needed polishing.,1
19552,A frustrating and forgettable movie.,0
8067,"Great experience, highly recommend to everyone. The visual effects were impressive.",1
13104,Excellent production and the cast did a marvelous job. It had funny moments.,1
1769,I REALLY ENJOYED IT; WILL WATCH AGAIN. THE SOUNDTRACK WAS FORGETTABLE.,1
17090,A...mess — confusing and unengaging. It missed emotional depth.,0
5060,I REALLY ENJOYED IT; WILL WATCH AGAIN.,1
7093,"Entertaining, emotional and beautifully directed. The dialogues were sharp.",1
14603,One of the worst movies I've seen. Disappointing. The script needed polishing.,0
10312,Fantastic plot and wonderful performances. The dialogues were sharp.,1
8802,Poorly written and badly executed.,0
10578,A masterpiece — compelling and heartwarming. The pace felt slow. A masterpiece — compelling and heartwarming.,1
19483,Weak plot and poor performances. The visual effects were impressive.,0
347,A masterpiece — compelling and heartwarming. The dialogues were sharp.,1
5149,One of the best movies I've seen this year. Brilliant!,1
18009,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE. IT HAD FUNNY MOMENTS.,0
5021,A masterpiece — compelling and heartwarming.,1
4345,One of the best movies I've seen this year. Brilliant!,1
12865,Bad production and the cast seemed uninterested.,0
6302,"Great experience, highly recommend to everyone.",1
2982,"Waste of time, not worth watching.",0
2415,I really enjoyed it; will watch again.,1
15598,One of the worst movies I've seen. Disappointing.,0
8798,A frustrating and forgettable movie.,0
17551,"I hated this movie, it was boring and the acting was terrible.",0
9412,A masterpiece — compelling and heartwarming. It missed emotional depth.,1
6076,I really enjoyed it; will watch again. A very satisfying cinematic experience.,1
3530,One of the best movies I've seen this year. Brilliant! The cinematography was decent.,1
16523,Amazing film! The story was gripping and I was impressed.,1
18440,A very satisfying cinematic experience. Terrible film. The plot was weak and predictable.,1
12580,Bad production and the cast seemed uninterested.,0
10291,"I hated this movie, it was boring and the acting was terrible.",0
16752,"A frustrating and forgettable movie. The visual effects were impressive. Great experience, highly recommend to everyone.",0
2066,One of the best movies I've seen this year. Brilliant!,1
1705,"Waste of time, not worth watching.",0
8142,"I hated this movie, it was boring and the acting was terrible.",0
2085,I did not enjoy it; wouldn't recommend. The cinematography was decent.,0
18812,"Waste of time, not worth watching.",0
104,"I LOVED THIS MOVIE, IT WAS FANTASTIC AND THE ACTING WAS SUPERB. THE SCRIPT NEEDED POLISHING.",1
17530,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE. THE SOUNDTRACK WAS FORGETTABLE.",1
5381,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE. IT MISSED EMOTIONAL DEPTH. Poorly written and badly executed.,0
14207,Bad production and the cast seemed uninterested. The script needed polishing.,0
1789,"Waste of time, not worth watching. The dialogues were sharp.",0
18170,"I loved this movie, it was fantastic and the acting was superb. The pace felt slow.",1
15402,"Waste of time, not worth watching.",0
4619,"Entertaining, emotional and beautifully directed.",1
12585,"I hated this movie, it was boring and the acting was terrible. I liked the character arcs.",0
17497,Weak plot and poor performances.,0
4190,A masterpiece — compelling and heartwarming.,1
4000,Fantastic plot and wonderful performances. I liked the character arcs.,1
12365,POORLY WRITTEN AND BADLY EXECUTED.,0
16095,I really enjoyed it; will watch again.,1
8324,"I LOVED THIS MOVIE, IT WAS FANTASTIC AND THE ACTING WAS SUPERB. THE SOUNDTRACK WAS FORGETTABLE.",1
11733,A mess — confusing and unengaging. It had funny moments.,0
3923,"I hated this movie, it was boring and the acting was terrible. The pace felt slow.",0
11228,Fantastic plot and wonderful performances. Terrible film. The plot was weak and predictable.,1
12533,"Entertaining, emotional and beautifully directed. I liked the character arcs.",1
12087,Amazing film! The story was gripping and I was impressed.,1
3699,I did not enjoy it; wouldn't recommend. Bad production and the cast seemed uninterested.,0
5278,Poorly written and badly executed. The soundtrack was forgettable.,0
11799,One of the best movies I've seen this year. Brilliant! The visual effects were impressive.,1
58,WEAK PLOT AND POOR PERFORMANCES. IT MISSED EMOTIONAL DEPTH.,0
17725,Terrible film. The plot was weak and predictable. It missed emotional depth.,0
19122,"Great experience, highly recommend to everyone. The visual effects were impressive.",1
5514,"WASTE OF TIME, NOT WORTH WATCHING.",0
1490,Bad production and the cast seemed uninterested. The script needed polishing.,0
11626,One of the worst movies I've seen. Disappointing.,0
9438,A very satisfying cinematic experience.,1
19884,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT! THE SCRIPT NEEDED POLISHING.,1
2468,A mess — confusing and unengaging. The soundtrack was forgettable.,0
9743,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE. THE SCRIPT NEEDED POLISHING.",1
7054,One of the worst movies I've seen. Disappointing.,0
2027,I did not enjoy it; wouldn't recommend.,0
2813,"Great experience, highly recommend to everyone.",1
10250,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED.",1
14993,I did not enjoy it; wouldn't recommend. I liked the character arcs.,0
9017,I did not enjoy it; wouldn't recommend. It had funny moments.,0
12385,FANTASTIC PLOT AND WONDERFUL PERFORMANCES.,1
8855,"I hated this movie, it was boring and the acting was terrible.",0
14649,"A mess — confusing and unengaging. The pace felt slow. Waste of time, not worth watching.",0
16527,I did not enjoy it; wouldn't recommend.,0
11567,"A mess — confusing and unengaging. I loved this movie, it was fantastic and the acting was superb.",0
16207,"Entertaining, emotional and beautifully directed.",1
17834,Terrible film. The plot was weak and predictable.,0
380,"Great experience, highly recommend to everyone.",1
16773,I really enjoyed it; will watch again.,1
1528,"Great experience, highly recommend to everyone.",1
7899,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE. THE DIALOGUES WERE SHARP.",1
6562,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED. THE DIALOGUES WERE SHARP.",1
2389,A mess — confusing and unengaging. The soundtrack was forgettable.,0
9882,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. THE VISUAL EFFECTS WERE IMPRESSIVE.",0
6691,"AMAZING FILM! THE STORY WAS GRIPPING AND I WAS IMPRESSED. Entertaining, emotional and beautifully directed.",1
6921,Excellent production and the cast did a marvelous job.,1
19087,Poorly written and badly executed. The dialogues were sharp.,0
15577,"Waste of time, not worth watching. The dialogues were sharp.",0
15468,Bad production and the cast seemed.uninterested.,0
10885,A masterpiece — compelling and heartwarming. Fantastic plot and wonderful performances.,1
17810,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB. THE SOUNDTRACK WAS FORGETTABLE.,1
8057,I really enjoyed it; will watch again.,1
15685,POORLY WRITTEN AND BADLY EXECUTED.,0
12793,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED.",1
9290,Amazing film! The story was gripping and I was impressed.,1
6594,Weak plot and poor pe...formances.,0
4784,Fantastic plot and wonderful performances. The pace felt slow.,1
3426,Terrible film. The plot was weak and predictable. The visual effects were impressive.,0
912,A masterpiece — compelling and heartwarming.,1
19507,Amazing film! The story was gripping and I was impressed. I liked the character arcs.,1
16325,Amazing film! The story was gripping and I was impressed. The script needed polishing. A frustrating and forgettable movie.,1
14845,"I hated this movie, it was boring and the acting was terrible.",0
11659,"I hated this movie, it was boring and the acting was terrible. It missed emotional depth.",0
15656,"I loved this movie, it was fantastic and the acting was superb.",1
4985,I really enjoyed it; will watch again.,1
3770,Poorly written and badly executed. The visual effects were impressive.,0
6089,One of the best movies I've seen this year. Brilliant!,1
1982,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE.",1
6558,Weak plot and poor performances.,0
16405,Excellent production and the cast did a marvelous job. Amazing film! The story was gripping and I was impressed.,1
5762,"I hated this movie, it was boring and the acting was terrible. Terrible film. The plot was weak and predictable.",0
14723,Excellent production and the cast did a marvelous job.,1
5835,I did not enjoy it; wouldn't recommend.,0
7354,I did not enjoy it; wouldn't recommend. It missed emotional depth.,0
7783,Amazing film! The story was gripping and I was impressed. The dialogues were sharp.,1
3785,"Entertaining, emotional and beautifully directed. I liked the character arcs.",1
18627,Poorly written and badly executed.?The visual effects were impressive.,0
14327,"Waste of time, not worth watching.",0
1536,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB.,1
13982,A mess — confusing and unengaging.,0
13594,Bad production and the cast seemed uninterested. The dialogues were sharp. One of the best movies I've seen this year. Brilliant!,0
5422,Weak plot and poor performances. I liked the character arcs.,0
10993,"Great experience, highly recommend to everyone. Weak plot and poor performances.",1
5528,I did not enjoy it; wouldn't recommend. The soundtrack was forgettable.,0
5184,A mess — confusing and unengaging. It missed emotional depth.,0
2606,"Waste of time, not worth watching. The pace felt slow.",0
8084,I did not enjoy it; wouldn't recommend.,0
16410,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING.,0
7192,"I loved this movie, it was fantastic and the acting was superb. The dialogues were sharp.",1
7538,Amazing film! The story was gripping and I was impressed.,1
4521,A VERY SATISFYING CINEMATIC EXPERIENCE.,1
7900,A mess — confusing and unengaging. It missed emotional depth.,0
9967,One of the worst movies I've seen. Disappointing. The soundtrack was forgettable.,0
8138,A very satisfying cinematic experience. Fantastic plot and wonderful performances.,1
19923,Terrible film. The plot was weak and predictable.,0
17057,One of the worst movies I've seen. Disappointing. One of the best movies I've seen this year. Brilliant!,0
12241,Poorly written and badly executed.,0
4817,A very satisfying cinematic experience. The pace felt slow.,1
8482,One of the worst movies I've seen. Disappointing. I liked the character arcs.,0
15381,"Entertaining, emotional and beautifully directed. It missed emotional depth.",1
3060,"Waste of time, not worth watching.",0
14960,A masterpiece — compelling and heartwarming.,1
2449,A very satisfying cinematic experience.,1
15923,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING. THE SCRIPT NEEDED POLISHING.,0
15265,Weak plot and poor performances. The soundtrack was forgettable.,0
4,A mess — confusing and unengaging. The pace felt slow. One of the best movies I've seen this year. Brilliant!,0
16276,Fantastic plot and wonderful performances.,1
12349,A masterpiece — compelling and heartwarming. The script needed polishing.,1
11067,"Amazing film! The story was gripping and I was impressed. Great experience, highly recommend to everyone.",1
13906,One of the best movies I've seen this year. Brilliant!,1
15307,"Waste of time, not worth watching.",0
8643,A very satisfying cinematic experience. It missed emotional depth.,1
8724,One of the worst movies I've seen. Disappointing. The script needed polishing.,0
345,Weak plot and poor performances. The soundtrack was forgettable. Terrible film. The plot was weak and predictable.,0
6189,Fantastic plot and wonderful performances.,1
17242,Amazing film! The story was gripping and I was impressed. The cinematography was decent.,1
11883,Weak plot and poor performances. The visual effects were impressive.,0
18278,Excellent production and the cast did a marvelous job.,1
12934,Amazing film! The story was gripping and I was impressed.,1
3316,Poorly written an... badly executed.,0
19388,A mess — confusing and unengaging. One of the worst movies I've seen. Disappointing.,0
5249,One of the best movies I've seen this year. Brilliant!,1
5382,Bad production and the cast seemed uninterested.,0
13709,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE. IT HAD FUNNY MOMENTS.",1
43,Weak plot and poor performances. It had funny moments.,0
13304,Weak plot and poor performances. The cinematography was decent.,0
10260,"ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING. Waste of time, not worth watching.",0
796,A mess — confusing and unengaging.,0
10027,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. I LIKED THE CHARACTER ARCS.",0
14308,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED.",1
2550,A very satisfying cinematic experience. I liked the character arcs.,1
14625,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING. THE CINEMATOGRAPHY WAS DECENT.,0
13611,A frustrating and forgettable movie.,0
7531,Amazing film! The story was gripping and I was impressed.,1
17461,A frustrating and forgettable movie.,0
3101,I did not enjoy it; wouldn't recommend.,0
16817,Poorly written and badly executed. It had funny moments.,0
11249,Poorly written and badly executed.,0
13824,A mess — confusing and unengaging. The soundtrack was forgettable.,0
47,WEAK PLOT AND POOR PERFORMANCES.,0
19829,One of the best movies I've seen this year. Brilliant!,1
19382,Excellent production and the cast did a marvelous job. The visual effects were impressive.,1
4308,"I LOVED THIS MOVIE, IT WAS FANTASTIC AND THE ACTING WAS SUPERB. THE VISUAL EFFECTS WERE IMPRESSIVE.",1
16169,Bad production and the cast seemed uninterested.,0
4230,Terrible film. The plot was weak and predictable. It had funny moments.,0
4915,"Amazing film! The story was gripping and I was impressed. I liked the character arcs. Great experience, highly recommend to everyone.",1
17628,A masterpiece — compelling and heartwarming.,1
15911,A masterpiece — compelling and heartwarming.,1
9890,"Waste of time, not worth watching.",0
15133,"Weak plot and poor performances. Waste of time, not worth watching.",0
17813,"I hated this movie, it was boring and the acting was terrible. The cinematography was decent.",0
8970,I did not enjoy it; wouldn't recommend. The visual effects were impressive.,0
10463,A frustrating and forgettable movie. The pace felt slow.,0
16786,POORLY WRITTEN AND BADLY EXECUTED.,0
5894,AMAZING FILM! THE STORY WAS GRIPPING AND I WAS IMPRESSED.,1
5457,A frustrating and forgettable movie.,0
8301,A mess — confusing and unengaging.,0
12398,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
2190,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
7918,"Amazing film! The story was gripping and I was impressed. Waste of time, not worth watching.",1
14144,Bad production and the cast seemed uninterested. It had funny moments.,0
2603,AMAZING FILM! THE STORY WAS GRIPPING AND I WAS IMPRESSED.,1
16671,"Entertaining, emotional and beautifully directed.",1
9949,"I loved this movie, it was fantastic and the acting was superb. The soundtrack was forgettable.",1
10276,One of the worst movies I've seen. Disappointing. The cinematography was decent.,0
13771,One of the worst movies I've seen. Disappointing. The soundtrack was forgettable. Bad production and the cast seemed uninterested.,0
14893,"I hated this movie, it was boring and the acting was terrible. The soundtrack was forgettable.",0
11694,I really enjoyed it; will watch again.,1
9124,A very satisfying cinematic experience.,1
4984,A MESS — CONFUSING AND UNENGAGING.,0
10181,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING.,0
15364,A mess — confusing and unengaging.,0
12615,One of the best movies I've seen this year. Brilliant!,1
7229,One of the best movies I've seen this year. Brilliant!,1
7884,Excellent production and the cast did a marvelous job. The soundtrack was forgettable.,1
13485,One of the best movies I've seen this year. Brilliant!,1
19051,Excellent production and the cast did a marvelous job. It missed emotional depth.,1
19035,A very satisfying cinematic experience. The dialogues were sharp.,1
17914,Amazing film! The story was gripping and I was impressed.,1
2504,A very satisfying cinematic experience. One of the worst movies I've seen. Disappointing.,1
19392,Weak plot and poor performances. A very satisfying cinematic experience.,0
4631,BAD PRODUCTION AND THE CAST SEEMED UNINTERESTED.,0
1511,"Entertaining, emotional and beautifully directed.",1
6286,I did not enjoy it; wouldn't recommend. The visual effects were impressive.,0
15443,Weak plot and poor performances. Amazing film! The story was gripping and I was impressed.,0
18531,Bad production and the cast seemed uninterested.,0
14836,Terrible film. The plot was weak and predictable. The dialogues were sharp. A masterpiece — compelling and heartwarming.,0
13302,A masterpiece — compelling and heartwarming. The soundtrack was forgettable.,1
12755,Bad production and the cast seemed uninterested.,0
18744,Fantastic plot and wonderful performances. It had funny moments.,1
19895,WEAK PLOT AND POOR PERFORMANCES.,0
1902,"Waste of time, not worth watching. The cinematography was decent.",0
709,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB. THE SOUNDTRACK WAS FORGETTABLE.,1
16125,"I hated this movie, it was boring and the acting was terrible.",0
5237,"I loved this movie, it was fantastic and the acting was superb. I liked the character arcs.",1
2496,Weak plot and poor performances. I liked the character arcs.,0
689,"Entertaining, emotional and beautifully directed.",1
4451,Weak plot and poor performances. The script needed polishing.,0
3185,One of the best movies I've seen this year. Brilliant! I liked the character arcs.,1
11488,"Weak plot and poor performances. The cinematography was decent. I hated this movie, it was boring and the acting was terrible.",0
13650,One of the worst movies I've seen. Disappointing. It had funny moments.,0
10586,A mess — confusing and unengaging. The pace felt slow.,0
2572,A frustrating and forgettable movie.,0
12660,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE.",0
7732,Amazing film! The story was gripping and I was impressed.,1
8510,Weak plot and poor performances. The dialogues were sharp.,0
10530,A MASTERPIECE — COMPELLING AND HEARTWARMING. THE SOUNDTRACK WAS FORGETTABLE.,1
7150,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB. THE CINEMATOGRAPHY WAS DECENT.,1
17235,I really enjoyed it; will watch again.,1
8181,I really enjoyed it; will watch again.,1
19134,A mess — confusing and unengaging. It missed emotional depth.,0
11774,Terrible film. The plot was weak and predictable. The soundtrack was forgettable.,0
4337,Excellent production and the cast did a marvelous job. The soundtrack was forgettable.,1
1431,Excellent production and the cast did a marvelous job.,1
11616,W?ak plot and poor performances.,0
16172,"Great experience, highly recommend to everyone.",1
5538,Amazing film! The story was gripping and I was impressed. The visual effects were impressive.,1
16827,"Waste of time, not worth watching.",0
7232,I reall... enjoyed it; will watch again.,1
19236,"Great experience, highly recommend to everyone.",1
2271,Fantastic plot and wonderful performances.,1
5901,A very satisfying cinematic experience.,1
3508,"I loved this movie, it was fantastic and the acting was superb. It missed emotional depth.",1
16886,"Entertaining, emotional and beautifully directed. The visual effects were impressive.",1
18146,"Great experience, highly recommend to everyone. The script needed polishing.",1
14160,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
14094,"Waste of time, not worth watching. The pace felt slow.",0
13584,"Waste of time, not worth watching.",0
3172,A mess — confusing and unengaging.,0
3887,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
10329,A masterpiece — compelling and heartwarming. The visual effects were impressive. A mess — confusing and unengaging.,1
18297,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT!,1
4756,A mess — confusing and unengaging. The pace felt slow.,0
18356,A MASTERPIECE — COMPELLING AND HEARTWARMING.,1
12506,A very satisfying cinematic experience. It missed emotional depth.,1
10245,I did not enjoy it; wouldn't recommend. The cinematography was decent.,0
9735,"Great experience, highly recommend to everyone. Terrible film. The plot was weak and predictable.",1
7366,One of the best mo?ies I've seen this year. Brilliant!,1
12494,I really enjoyed it; will watch again. I liked the character arcs.,1
16556,Terrible film. The plot was weak and predictable.,0
5785,Fantastic plot and wonderful performances.,1
17294,A frustrating and forgettable movie. The cinematography was decent.,0
13100,"I hated this movie, it was boring and the acting was terrible. I liked the character arcs.",0
9381,A FRUSTRATING AND FORGETTABLE MOVIE. THE SCRIPT NEEDED POLISHING.,0
12400,Poorly written and badly executed.,0
14887,"Waste of time, not worth watching.",0
12860,BAD PRODUCTION AND THE CAST SEEMED UNINTERESTED. THE DIALOGUES WERE SHARP.,0
14797,Bad production and the cast seemed uninterested. A mess — confusing and unengaging.,0
5599,Excellent production and the cast did a marvelous job.,1
9053,"I loved this movie, it was fantastic and the acting was superb. I liked the character arcs.",1
15325,A mess — confusing and unengaging. The cinematography was decent.,0
8953,Fantastic plot and wonderful performances.,1
5801,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
6085,One of the best movies I've seen this year. Brilliant! The cinematography was decent.,1
18020,One of the worst movies I've seen. Disappointing.,0
15343,Poorly written and badly executed.,0
19001,I really enjoyed .t; will watch again.,1
16533,Excellent production and the cast did a marvelous job.,1
7878,Bad production and the cast seemed uninterested.,0
2278,One of the worst movies I've seen. Disappointing. I did not enjoy it; wouldn't recommend.,0
6429,"A very satisfying cinematic experience. The cinematography was decent. Waste of time, not worth watching.",1
8247,"Terrible film. The plot was weak and predictable. Great experience, highly recommend to everyone.",0
17623,One of the best movies I've seen this year. Brilliant! The visual effects were impressive.,1
4372,A mess — confusing and unengaging.,0
6960,"Poorly written and badly executed. Waste of time, not worth watching.",0
9566,Excellent production and the cast did a marvelous job. The dialogues were sharp.,1
7090,Poorly written and badly executed. It missed emotional depth.,0
9902,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT!,1
6830,Excellent production and the cast did a marvelous job. The script needed polishing.,1
1163,Weak plot and poor performances.,0
2865,"Great experience, highly recommend to everyone. The soundtrack was forgettable.",1
17035,Fantastic plot and wonderful performances. It had funny moments.,1
9619,FANTASTIC PLOT AND WONDERFUL PERFORMANCES. THE SCRIPT NEEDED POLISHING.,1
13161,Poorly written and badly executed.,0
7553,Bad production and the cast seemed uninterested. The soundtrack was forgettable.,0
7748,POORLY WRITTEN AND BADLY EXECUTED.,0
13541,A frustrating and forgettable movie. I did not enjoy it; wouldn't recommend.,0
14813,Weak plot and poor performances.,0
10203,A frustrating and forgettable movie.,0
11061,"Entertaining, emotional and beautifully directed.",1
15324,"Great experience, highly recommend to everyone.",1
18452,Terrible film. The plot was weak and predictable.,0
6988,"Poorly written and badly executed. It missed emotional depth. I loved this movie, it was fantastic and the acting was superb.",0
18875,A frustrating and forgettable movie. It had funny moments.,0
1356,"Waste of time, not worth watching. I liked the character arcs.",0
13909,Terrible film. The plot was weak and predictable.,0
8817,Terrible film. The plot was weak and predictable. It had funny moments.,0
7168,"Waste of time, not worth watching. The dialogues were sharp.",0
18464,"I really enjoyed it; will watch again. I hated this movie, it was boring and the acting was terrible.",1
8311,"Great experience, highly recommend to everyone.",1
8350,"Great experience, highly recommend to everyone. The pace felt slow.",1
16612,"I hated this movie, it was boring and the acting was terrible. The soundtrack was forgettable.",0
12789,One of the worst movies I've seen. Disappointing.,0
9003,Excellent production and the cast did a marvelous job.,1
3902,"I loved this movie, it was fantastic and the acting was superb. Fantastic plot and wonderful performances.",1
10766,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
5815,A masterpiece — compelling and heartwarming.,1
6221,"I hated this movie, it was boring and the acting was terrible.",0
564,"I hated this movie, it was boring and the acting was terrib...e.",0
7299,A frustrating and forgettable movie.,0
16067,"I ...oved this movie, it was fantastic and the acting was superb.",1
12592,Fantastic plot and wonderful performances. The soundtrack was forgettable.,1
12390,A masterpiece — compelling and heartwarming. Weak plot and poor performances.,1
13583,"I hated this movie, it was boring and the acting was terrible. The script needed polishing.",0
2560,Amazing film! The story was gripping and I was impressed. The cinematography was decent.,1
7200,Amazing film! The story was gripping and I was impressed.,1
11597,A masterpiece — compelling and heartwarming. Bad production and the cast seemed uninterested.,1
827,A frustrating and forgettable movie.,0
5946,I did not enjoy it; wouldn't recommend.,0
8824,A masterpiece — compelling and heartwarming.,1
16009,POORLY WRITTEN AND BADLY EXECUTED.,0
11542,Terrible film. The plot was weak and predictable.,0
14812,A very satisfying cinematic experience. The pace felt slow.,1
291,FANTASTIC PLOT AND WONDERFUL PERFORMANCES.,1
4769,Weak plot and poor performances.,0
6673,A MASTERPIECE — COMPELLING AND HEARTWARMING. THE CINEMATOGRAPHY WAS DECENT.,1
5655,Amazing film! The story was gripping and I was impressed.,1
3927,A frustrating and forgettable movie. The dialogues were sharp.,0
11627,Weak plot and poor performances. The pace felt slow.,0
7223,"One of the worst movies I've seen. Disappointing. Waste of time, not worth watching.",0
16090,"I hated this movie, it was boring and the acting was terrible.",0
2899,One of the worst movies I've seen. Disappointing.,0
13617,Terrible film. The plot was weak and predictable. The dialogues were sharp.,0
7584,Excellent production and the cast did a marvelous job.,1
14458,Fantastic plot and wonderful performances.,1
641,A MASTERPIECE — COMPELLING AND HEARTWARMING.,1
12832,Weak plot and poor performances.,0
16723,A masterpiece — compelling and heartwarming.,1
19896,Bad production and the cast seemed uninterested.,0
12746,"I loved this movie, it was fantastic and the acting was superb.",1
483,One of the best movies I've seen this year. Brilliant!,1
6092,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE.",1
7291,"Great experience, highly recommend to everyone.",1
12953,Bad production and the cast seemed uninterested. I liked the character arcs.,0
17595,One of the best movies I've seen this year. Brilliant! The pace felt slow.,1
10129,".reat experience, highly recommend to everyone.",1
